square,1,0.542046,101.726,0.0447619,0.066577,0.274855,18.2421,0.105176,0.0750811,0.168152,7.24374,0.15005,0.0932544,0.155523,3.86531
square,1,1.20462,70.4926,0.693165,0.162566,0.414975,12.7207,0.301524,0.137658,0.319418,5.14299,0.145221,0.222248,0.133437,2.51703
square,1,0.524325,50.3944,0.0295362,0.150145,0.180856,9.08977,0.0101289,0.090414,0.130443,3.62316,0.0433504,0.0945924,0.101935,1.93868
square,1,1.59221,95.0632,0.103046,0.228989,0.440424,16.5065,0.127161,0.282177,0.108916,6.38551,0.224128,0.127984,0.119393,3.18925
square,1,0.521806,2.40214,0.38805,0.176156,0.200516,0.176083,0.0470808,0.243972,0.0736703,0.0240932,0.164858,0.183119,0.0840951,0.0513159
square,1,0.703413,48.483,0.0621107,0.148168,0.20638,8.67956,0.0253781,0.0727616,0.116548,3.43959,0.0184986,0.0596973,0.0751921,1.81032
square,1,1.17578,48.2021,0.174272,0.274762,0.355147,8.33009,0.616212,0.134485,0.209608,3.3797,0.126181,0.13902,0.15265,1.74494
square,1,0.99512,272.941,0.0323498,0.183024,0.31346,49.1374,0.0320579,0.0928761,0.176783,19.4565,0.0317224,0.0588338,0.118024,10.2057
square,1,1.00794,146.873,0.00578288,0.190536,0.327247,26.2804,0.00512553,0.105052,0.188444,10.3492,0.00667578,0.0746191,0.127171,5.40479
square,1,0.995658,101.574,0.0249862,0.1894,0.318248,18.0912,0.0242371,0.099859,0.182614,7.07587,0.0252272,0.0667655,0.125482,3.68038
square,1,1.59992,102.057,0.185605,0.248956,0.388818,18.4654,0.0733597,0.164277,0.227927,7.2857,0.042086,0.118343,0.0131361,3.85075
square,1,1.70862,50.0912,1.04783,0.205959,0.911809,9.0786,0.541489,0.145126,0.60028,3.60469,0.3937,0.136121,0.439482,1.89509
square,1,1.37342,2.35712,0.780451,0.601232,1.57667,1.09102,0.872027,0.928492,0.643045,0.230257,0.642959,0.183268,0.335227,0.390237
square,1,0.420249,215.632,0.95972,0.744439,0.785112,73.4354,0.0715306,0.129255,0.111108,15.2354,0.280232,0.26802,0.322179,15.3995
square,1,1.39943,254.854,1.0975,0.219106,0.543903,52.4109,0.151186,0.1033,0.205081,19.389,0.364072,0.0764293,0.286476,10.8376
square,1,0.995198,54.3056,0.0744491,0.16495,0.301495,9.69243,0.0707718,0.0672528,0.179923,3.81439,0.036309,0.0309087,0.0584635,1.99008
square,1,1.00721,163.687,0.0336249,0.189028,0.311003,29.4151,0.0301475,0.0981845,0.177423,11.6321,0.0169628,0.0627371,0.137612,6.06036
square,1,6.08031,176.314,2.47544,0.899202,2.14659,32.1558,1.20382,0.77508,0.729453,10.4921,0.843575,0.730598,0.574162,6.20963
square,1,0.998537,93.2347,0.0123873,0.186524,0.318792,16.6307,0.012502,0.0973467,0.18296,6.54159,0.01223,0.0612311,0.122864,3.35319
square,1,0.995581,282.232,0.0318104,0.182939,0.313875,50.8496,0.0315104,0.0927841,0.177214,20.1538,0.0311655,0.0587261,0.11848,10.5837
square,1,2.12527,187.554,1.32176,0.589687,0.47933,33.5393,0.313116,0.404647,0.723119,12.9381,0.417409,0.13438,0.117855,6.84644
square,1,0.995249,62.7467,0.0170807,0.182762,0.312932,11.0211,0.0189375,0.0927238,0.176403,4.23094,0.0166088,0.0584517,0.117214,2.1374
square,1,1.35541,1.74313,0.832264,0.649722,0.6469,0.557394,0.867174,0.30282,0.236433,0.770141,0.0851598,0.444553,0.21484,0.102752
square,1,0.88083,60.7714,0.0623608,0.200004,0.339135,10.8906,0.0321562,0.15551,0.292936,4.25759,0.0849699,0.0921234,0.128477,2.28286
square,1,0.99528,81.7836,0.0342132,0.181593,0.311824,14.4935,0.0338363,0.0918105,0.174707,5.64019,0.0333922,0.0584293,0.115761,2.90263
square,1,0.995014,261.444,0.0323505,0.182759,0.313158,47.0189,0.0320884,0.0925453,0.17644,18.594,0.0317863,0.0584465,0.117662,9.73851
square,1,0.791134,77.6893,0.0280152,0.192827,0.267469,13.9344,0.00265032,0.10084,0.183084,5.46647,0.00948154,0.0811461,0.108508,2.84744
square,1,0.578877,53.9177,0.699747,0.174205,0.470273,9.81868,0.355847,0.373986,0.278831,3.83804,0.289115,0.136154,0.337343,1.91842
square,1,5.81796,0.4163,1.10084,4.0387,2.13118,1.12588,1.41369,1.85163,1.29822,1.02837,0.466326,1.09648,1.379,0.282783
square,1,1.00262,171.939,0.0170725,0.192082,0.315247,30.9025,0.0222186,0.104669,0.193534,12.2558,0.00542914,0.0727896,0.145926,6.51194
square,1,0.265709,52.3819,0.19285,0.403549,0.11955,9.562,0.0693887,0.089903,0.0314474,3.62463,0.105009,0.115662,0.143982,1.86327
square,1,0.998031,123.172,0.0162962,0.18986,0.321239,22.0989,0.0206437,0.101112,0.187885,8.77937,0.021034,0.0660505,0.127218,4.54374
square,1,2.10094,89.11,0.0245911,0.164037,0.653037,15.8394,0.0323907,0.0764748,0.395068,6.15383,0.0176046,0.0576949,0.281105,3.16801
square,1,0.274129,58.8961,0.365463,0.650089,0.286822,10.4577,0.330048,0.321615,0.186984,4.08867,0.105796,0.233044,0.125411,2.2282
square,1,1.00654,127.096,0.0896342,0.289963,0.192708,22.8073,0.046623,0.0543954,0.185488,9.06505,0.074595,0.0882932,0.124632,4.71868
square,1,0.928928,65.0174,0.166762,0.213651,0.389151,11.7497,0.0957405,0.184841,0.29449,4.64592,0.0623099,0.196793,0.261644,2.46988
square,1,3.56135,150.008,1.98865,1.43375,0.877531,26.7698,1.20511,0.852762,0.742991,11.0253,0.549715,0.706554,0.603903,5.35345
square,1,5.19249,339.522,0.529792,2.18725,0.977608,60.0457,1.62758,0.271149,0.410631,23.8547,0.951489,0.956407,0.341965,12.3169
square,1,0.524985,64.2747,0.0271388,0.151324,0.183423,11.6393,0.0127907,0.0921018,0.133142,4.65672,0.046981,0.095843,0.103768,2.49596
