circle,1,0.736045,84.0339,0.456526,0.246287,0.448257,15.0076,0.446861,0.231172,0.362002,5.99148,0.152754,0.279434,0.373102,3.20577
circle,1,0.95918,138.15,0.459025,0.315272,0.201021,24.629,0.563394,0.422208,0.224399,9.62591,0.261329,0.445731,0.0933391,5.62929
circle,1,0.994381,288.76,0.035918,0.180802,0.310435,51.5016,0.0355942,0.0908034,0.173255,20.1504,0.0351904,0.0572638,0.114308,10.4152
circle,1,0.459153,0.236501,0.178028,0.0419496,0.0433967,0.0312884,0.0442105,0.0741275,0.0542756,0.0396874,0.030988,0.0309932,0.0315226,0.0140263
circle,1,0.68343,10.7751,0.501913,0.487353,0.554617,55.3316,0.0418884,0.0989155,0.121843,0.951386,0.166482,0.169216,0.226698,11.8166
circle,1,4.07437,260.458,2.08217,1.13258,2.79545,45.6367,0.753745,0.179447,1.37391,18.0078,1.11243,0.278918,1.35311,9.27211
circle,1,0.182195,0.33584,0.142593,0.0846659,0.0152594,0.0418848,0.0177875,0.0331815,0.0172379,0.0108076,0.00697828,0.0119171,0.0145813,0.01123
circle,1,0.349938,53.4,0.536006,0.694017,0.437837,9.55164,0.202095,0.015827,0.130555,3.68396,0.144352,0.0977131,0.0790159,1.965
circle,1,0.836756,126.91,0.252084,0.325745,0.445269,56.7004,0.0499635,0.0975959,0.15941,9.04777,0.0662853,0.113545,0.166217,11.6975
circle,1,0.0937053,0.141666,0.0496979,0.0454623,0.0305029,0.0238648,0.0265303,0.0179083,0.0123066,0.0138784,0.0134466,0.00435056,0.00872631,0.00634059
circle,1,0.802564,0.643693,0.55232,0.234529,0.22899,2.71636,0.114299,0.272495,0.183512,0.135472,0.184727,0.146426,0.128294,0.339593
circle,1,0.160075,0.366378,0.130486,0.0767043,0.02104,0.0505014,0.0155887,0.0228183,0.0169384,0.0136497,0.0042175,0.00258397,0.0161303,0.0129524
circle,1,0.204702,0.0595125,0.0973685,0.0767063,0.0381742,0.0179567,0.0189519,0.0412052,0.00745987,0.00352756,0.0297274,0.00619272,0.00759444,0.00749015
circle,1,0.189676,0.124536,0.0737482,0.110665,0.0539259,0.046586,0.00509016,0.035149,0.0182952,0.00538229,0.0293385,0.00782576,0.00606635,0.0149471
circle,1,1.40883,146.026,2.01071,0.204304,1.14497,29.2306,0.611268,0.144252,0.497163,10.5017,0.745561,0.318122,0.693092,6.09217
circle,1,4.65278,1.62729,2.37885,0.395672,1.47837,17.2761,1.88853,0.551942,1.71721,0.0516682,1.64387,0.364193,1.16256,2.46943
circle,1,0.406333,61.5103,0.10462,0.107817,0.160859,10.9445,0.155114,0.279783,0.290192,4.21782,0.233821,0.0948952,0.0676828,2.30996
circle,1,0.112876,0.145623,0.0573572,0.0508967,0.0356365,0.0309156,0.0295068,0.0244014,0.0135481,0.0175151,0.0182165,0.00805468,0.0106292,0.0038891
circle,1,1.24059,1.41488,0.874176,1.37312,0.969977,6.00006,0.161496,0.994642,0.856586,0.800118,1.10575,0.324386,0.895917,1.11401
circle,1,1.26266,139.405,0.42463,0.834762,0.636188,24.9951,0.402075,0.349428,0.160835,9.82596,0.285869,0.185636,0.100465,5.13235
triangle,1,0.773405,116.855,0.523894,0.262539,0.115928,32.8079,0.22586,0.190397,0.143835,8.21094,0.0194139,0.0493584,0.0607162,6.69898
triangle,1,0.481745,136.044,1.2266,0.453887,0.702897,25.2375,0.471409,0.316195,0.688141,10.0789,0.494147,0.196109,0.306825,4.70356
triangle,1,0.725458,18.4899,0.164889,0.347472,0.360246,20.3001,0.428376,0.266843,0.136857,1.35542,0.19983,0.0775905,0.267622,4.23451
triangle,1,3.7163,0.285666,0.245322,0.544659,0.124739,0.141323,0.180516,0.069287,0.0962459,0.0734545,0.0408924,0.0692285,0.0297439,0.0241035
triangle,1,0.995411,289.813,0.0415193,0.177713,0.308664,51.6363,0.0411967,0.087586,0.170838,20.1664,0.0407655,0.0542997,0.111583,10.3965
triangle,1,0.994381,288.76,0.035918,0.180802,0.310435,51.5016,0.0355942,0.0908034,0.173255,20.1504,0.0351904,0.0572638,0.114308,10.4152
triangle,1,0.582165,0.190641,0.0832896,0.0299402,0.0772895,0.00617518,0.0135835,0.0306113,0.0142498,0.011794,0.00703382,0.0157075,0.00304823,0.00327115
triangle,1,0.994381,288.76,0.035918,0.180802,0.310435,51.5016,0.0355942,0.0908034,0.173255,20.1504,0.0351904,0.0572638,0.114308,10.4152
triangle,1,9.08804,16.9077,13.7058,4.57985,6.29033,4.46641,10.3152,5.40546,7.34301,5.21985,5.38395,2.65141,3.0922,1.33346
triangle,1,1.65929,301.734,0.453815,0.134278,0.38679,53.6274,0.411186,0.0487818,0.136069,20.7957,0.358693,0.0513774,0.0503801,10.6405
triangle,1,0.812189,109.516,1.39103,0.163572,0.482433,21.992,0.512532,0.209648,0.752161,9.15592,0.281747,0.234606,0.204372,3.73135
triangle,1,0.736229,435.091,1.0465,0.651146,0.541168,84.1492,0.605913,0.486273,0.5312,35.3057,0.0865508,0.12859,0.164189,15.0047
triangle,1,2.67499,0.213686,0.181383,0.350065,0.0875929,0.0986923,0.106154,0.0462409,0.0309952,0.0378139,0.0531426,0.0172422,0.019558,0.0361564
triangle,1,0.193298,483.28,1.37365,0.975166,0.974022,105.624,0.0477469,0.12703,0.0786605,34.0155,0.445264,0.367628,0.407254,21.8733
triangle,1,2.20868,124.061,0.789438,0.689747,0.880046,21.7783,0.636075,0.5377,0.374262,8.76042,0.0175997,0.234315,0.21538,4.17685
triangle,1,8.95549,0.109663,0.0587123,1.42525,0.0552598,0.0267163,0.552074,0.0363434,0.0192982,0.291006,0.0276016,0.0156238,0.177712,0.0222546
triangle,1,0.131718,251.932,1.0715,0.817142,0.443869,58.3187,0.289173,0.165306,0.156975,17.9925,0.252122,0.191308,0.254366,12.0861
triangle,1,9.31109,0.020534,0.0577897,1.48831,0.00822058,0.0174018,0.583149,0.0118463,0.00846038,0.30678,0.00793702,0.00431844,0.188477,0.00327225
triangle,1,0.66216,0.174809,0.108733,0.0473572,0.0711112,0.0296195,0.0202033,0.0297049,0.00870362,0.0204698,0.00825661,0.00732292,0.0138263,0.00453375
triangle,1,1.1958,0.886779,0.288782,0.037996,0.00241566,0.0193849,0.0706122,0.0986563,0.0441512,0.0102584,0.00225511,0.00620249,0.0252812,0.0330681
square,1,3.14349,3.36476,6.62601,5.40353,0.896942,1.23335,1.75587,3.75788,2.06587,1.51891,0.771242,1.8471,0.227959,0.286781
